u; v
-150,75980352578;-149,600966879167
-206,799037013428;-165,630252057221
-303,634563037973;-190,608268344775
-347,311200529835;-82,9068611692637
-277,17044068671;-16,4024972738698
-354,629942761963;17,0011980133131
-265,938801609555;90,4705814942718
-172,328239581395;-43,3224522732198
-237,422319476795;-82,5393701717257
-163,686262312061;-97,0929011325352
229,255188253486;-125,280173282139
255,941871192441;59,7201216472313
306,840212943818;202,316858128645
285,178896173351;351,890212529805
116,224310944337;427,713450992014
32,9263653004491;219,252661627252
-106,676038009722;179,37375143962
-15,1358115766307;115,183142793365
22,4010491870431;78,1252313093282
-237,222202928479;316,639910556842
-312,562751779486;296,571769609582
-527,090241529997;378,699132637586
-645,340774924236;1067,31268591247
-424,016529490487;174,666650238447
-452,611516782028;22,155466391705
-454,892761295487;-87,7601078306325
-447,225319378304;-256,293423682917
-280,446361638962;-366,316743731033
-320,921103030127;-389,306138620246
-40,4811340972592;-509,848037469666
220,229814797814;-459,744452250656
294,766129671287;-258,530156521127
563,477153953441;73,0325054512359
831,023102496289;801,40453958232
1767,12810251052;466,067397924606
1404,19955725508;1951,8595405356
511,213156909322;-315,830127487425
2744,12631390044;2884,42354634218
3540,52738924019;632,764714722056
1984,72500397358;-644,718095649499
782,786745185331;-568,354159412906
525,013511062723;-947,225061663426
-77,7493352368474;-1102,03670010949
-938,964373593273;-295,916547994595
-1267,77102612391;300,886969961692
-1663,72560873867;671,740723169409
-355,140016536567;3462,78227776056
-2867,26000909626;2893,94235841883
-3751,17318060018;967,482975360472
-3488,97183306772;-1632,30239665369
-53,7441164833981;-2121,38925124425
1370,19334487426;-2303,74113016156
3350,19945353251;-1643,84056346864
-21,5862130120731;-30,1537336036563
-105,479681541656;-42,3177021821029
-34,2681460125204;-149,733998170588
-30,6086983953173;-282,027673907578
-156,181523819523;-117,868986106478
-212,149146744359;-258,571929333266
-207,793092912958;-98,8578418432735
-263,832326400607;-114,887127021328
-360,667852425151;-139,865143308882
-404,344489917014;-32,1637361333705
-334,203730073888;34,3406277620234
-411,663232149142;67,7443230492063
-322,972090996733;141,213706530165
-229,361528968573;7,42067276267335
-294,455608863973;-31,7962451358326
-220,71955169924;-46,349776096642
172,221898866308;-74,5370482462458
198,908581805263;110,463246683124
249,80692355664;253,059983164538
228,145606786173;402,633337565698
59,1910215571588;478,456576027907
-24,1069240867291;269,995786663145
-163,7093273969;230,116876475513
-72,1691009638089;165,926267829258
-34,6322402001351;128,868356345221
-294,255492315657;367,383035592735
-369,596041166664;347,314894645475
-584,123530917175;429,44225767348
-702,374064311414;1118,05581094837
-481,049818877666;225,40977527434
-509,644806169206;72,8985914275981
-511,926050682665;-37,0169827947393
-504,258608765482;-205,550298647024
-337,47965102614;-315,57361869514
-377,954392417305;-338,563013584353
-97,5144234844374;-459,104912433773
163,196525410636;-409,001327214763
237,732840284109;-207,787031485233
506,443864566263;123,775630487129
773,98981310911;852,147664618213
1710,09481312334;516,810522960499
1347,1662678679;2002,6026655715
454,179867522143;-265,087002451532
2687,09302451326;2935,16667137807
3483,49409985301;683,507839757949
1927,69171458641;-593,974970613606
725,753455798153;-517,611034377012
467,980221675545;-896,481936627533
-134,782624624026;-1051,29357507359
-995,997662980451;-245,173422958702
-1324,80431551109;351,630094997585
-1720,75889812585;722,483848205302
-412,173305923745;3513,52540279645
-2924,29329848344;2944,68548345473
-3808,20646998736;1018,22610039636
-3546,0051224549;-1581,55927161779
-110,777405870576;-2070,64612620836
1313,16005548709;-2252,99800512567
3293,16616414533;-1593,09743843274
-83,8934685295826;-12,1639685784467
-12,6819330004473;-119,580264566932
-9,0224853832442;-251,873940303922
-134,59531080745;-87,7152525028214
-190,562933732286;-228,41819572961
-186,206879900885;-68,7041082396172
-242,246113388534;-84,7333934176713
-339,081639413078;-109,711409705225
-382,75827690494;-2,01000252971426
-312,617517061815;64,4943613656797
-390,077019137068;97,8980566528626
-301,38587798466;171,367440133821
-207,7753159565;37,5744063663296
-272,8693958519;-1,64251153217629
-199,133338687167;-16,1960424929857
193,808111878381;-44,3833146425895
220,494794817336;140,616980286781
271,393136568713;283,213716768194
249,731819798246;432,787071169354
80,777234569232;508,610309631564
-2,52071107465599;300,149520266801
-142,123114384827;260,270610079169
-50,5828879517358;196,080001432914
-13,046027188062;159,022089948878
-272,669279303584;397,536769196391
-348,009828154591;377,468628249131
-562,537317905102;459,595991277136
-680,787851299341;1148,20954455202
-459,463605865592;255,563508877996
-488,058593157133;103,052325031254
-490,339837670592;-6,86324919108301
-482,672395753409;-175,396565043367
-315,893438014067;-285,419885091484
-356,368179405232;-308,409279980697
-75,9282104723643;-428,951178830117
184,782738422709;-378,847593611106
259,319053296182;-177,633297881577
528,030077578336;153,929364090785
795,576026121184;882,301398221869
1731,68102613541;546,964256564155
1368,75248087997;2032,75639917515
475,766080534217;-234,933268847875
2708,67923752533;2965,32040498173
3505,08031286508;713,661573361605
1949,27792759848;-563,82123700995
747,339668810226;-487,457300773356
489,566434687618;-866,328203023877
-113,196411611952;-1021,13984146994
-974,411449968378;-215,019689355046
-1303,21810249902;381,783828601241
-1699,17268511378;752,637581808958
-390,587092911672;3543,67913640011
-2902,70708547136;2974,83921705838
-3786,62025697529;1048,37983400002
-3524,41890944283;-1551,40553801414
-89,1911928585032;-2040,4923926047
1334,74626849916;-2222,84427152202
3314,7523771574;-1562,94370482909
71,2115355291353;-107,416295988485
74,8709831463384;-239,709971725475
-50,7018422778674;-75,5512839243747
-106,669465202704;-216,254227151163
-102,313411371302;-56,5401396611705
-158,352644858951;-72,5694248392247
-255,188170883495;-97,5474411267787
-298,864808375358;10,1539660487324
-228,724048532233;76,6583299441263
-306,183550607486;110,062025231309
-217,492409455077;183,531408712268
-123,881847426917;49,7383749447763
-188,975927322317;10,5214570462704
-115,239870157584;-4,03207391453907
277,701580407964;-32,2193460641429
304,388263346918;152,780948865227
355,286605098296;295,377685346641
333,625288327828;444,951039747801
164,670703098815;520,77427821001
81,3727574549266;312,313488845248
-58,2296458552446;272,434578657616
33,3105805778468;208,243970011361
70,8474413415206;171,186058527324
-188,775810774001;409,700737774838
-264,116359625008;389,632596827578
-478,643849375519;471,759959855583
-596,894382769759;1160,37351313047
-375,57013733601;267,727477456443
-404,165124627551;115,216293609701
-406,446369141009;5,30071938736364
-398,778927223826;-163,232596464921
-231,999969484485;-273,255916513037
-272,474710875649;-296,24531140225
7,96525805721831;-416,78721025167
268,676206952292;-366,68362503266
343,212521825764;-165,469329303131
611,923546107919;166,093332669232
879,469494650766;894,465366800316
1815,57449466499;559,128225142602
1452,64594940955;2044,9203677536
559,659549063799;-222,769300269429
2792,57270605491;2977,48437356018
3588,97378139467;725,825541940052
2033,17139612806;-551,657268431503
831,233137339808;-475,293332194909
573,459903217201;-854,16423444543
-29,3029430823699;-1008,97587289149
-890,517981438796;-202,855720776599
-1219,32463396943;393,947797179688
-1615,2792165842;764,801550387405
-306,693624382089;3555,84310497856
-2818,81361694178;2987,00318563683
-3702,72678844571;1060,54380257847
-3440,52544091325;-1539,24156943569
-5,29772432892059;-2028,32842402626
1418,63973702874;-2210,68030294357
3398,64584568698;-1550,77973625064
3,65944761720311;-132,29367573699
-121,913377807003;31,8650120641105
-177,881000731839;-108,837931162678
-173,524946900437;50,8761563273147
-229,564180388086;34,8468711492606
-326,399706412631;9,8688548617065
-370,076343904493;117,570262037218
-299,935584061368;184,074625932612
-377,395086136621;217,478321219794
-288,703944984212;290,947704700753
-195,093382956053;157,154670933262
-260,187462851452;117,937753034756
-186,451405686719;103,384222073946
206,490044878828;75,1969499243423
233,176727817783;260,197244853713
284,07506956916;402,793981335126
262,413752798693;552,367335736286
93,4591675696793;628,190574198496
10,1612219257913;419,729784833733
-129,44118138438;379,850874646101
-37,9009549512884;315,660265999846
-0,364094187614683;278,60235451581
-259,987346303136;517,117033763323
-335,327895154143;497,048892816063
-549,855384904655;579,176255844068
-668,105918298894;1267,78980911896
-446,781672865145;375,143773444928
-475,376660156686;222,632589598186
-477,657904670144;112,717015375849
-469,990462752961;-55,8163004764356
-303,21150501362;-165,839620524552
-343,686246404784;-188,829015413765
-63,246277471917;-309,370914263185
197,464671423157;-259,267329044174
272,000986296629;-58,0530333146453
540,712010578784;273,509628657717
808,257959121631;1001,8816627888
1744,36295913586;666,544521131087
1381,43441388042;2152,33666374208
488,448013534664;-115,353004280943
2721,36117052578;3084,90066954866
3517,76224586553;833,241837928537
1961,95986059893;-444,240972443018
760,021601810673;-367,877036206424
502,248367688066;-746,747938456945
-100,514478611505;-901,559576903004
-961,729516967931;-95,4394247881137
-1290,53616949857;501,364093168173
-1686,49075211333;872,21784637589
-377,905159911224;3663,25940096704
-2890,02515247092;3094,41948162531
-3773,93832397484;1167,96009856695
-3511,73697644238;-1431,8252734472
-76,5092598580559;-1920,91212803777
1347,42820149961;-2103,26400695508
3327,43431015785;-1443,36344026215
-125,572825424206;164,1586878011
-181,540448349042;23,4557445743121
-177,184394517641;183,169832064305
-233,223628005289;167,14054688625
-330,059154029834;142,162530598696
-373,735791521696;249,863937774207
-303,595031678571;316,368301669601
-381,054533753824;349,771996956784
-292,363392601415;423,241380437743
-198,752830573256;289,448346670251
-263,846910468656;250,231428771745
-190,110853303922;235,677897810936
202,830597261625;207,490625661332
229,51728020058;392,490920590702
280,415621951957;535,087657072116
258,75430518149;684,661011473276
89,7997199524762;760,484249935485
6,50177430858821;552,023460570723
-133,100629001583;512,144550383091
-41,5604025684916;447,953941736836
-4,0235418048178;410,896030252799
-263,646793920339;649,410709500313
-338,987342771346;629,342568553053
-553,514832521858;711,469931581058
-671,765365916097;1400,08348485595
-450,441120482348;507,437449181918
-479,036107773889;354,926265335176
-481,317352287348;245,010691112839
-473,649910370164;76,4773752605543
-306,870952630823;-33,5459447875619
-347,345694021988;-56,535339676775
-66,9057250891201;-177,077238526195
193,805223805954;-126,973653307185
268,341538679426;74,2406424223445
537,05256296158;405,803304394707
804,598511504428;1134,17533852579
1740,70351151866;798,838196868077
1377,77496626322;2284,63033947907
484,788565917461;16,9406714560464
2717,70172290858;3217,19434528565
3514,10279824833;965,535513665527
1958,30041298172;-311,947296706028
756,36215419347;-235,583360469434
498,588920070863;-614,454262719955
-104,173926228708;-769,265901166014
-965,388964585134;36,8542509488761
-1294,19561711577;633,657768905163
-1690,15019973053;1004,51152211288
-381,564607528428;3795,55307670403
-2893,68460008812;3226,7131573623
-3777,59777159204;1300,25377430394
-3515,39642405959;-1299,53159771021
-80,168707475259;-1788,61845230078
1343,7687538824;-1970,97033121809
3323,77486254065;-1311,06976452516
-55,9676229248362;-140,702943226788
-51,6115690934348;19,0111442632042
-107,650802581084;2,98185908515006
-204,486328605628;-21,996157202404
-248,16296609749;85,7052499731071
-178,022206254365;152,209613868501
-255,481708329618;185,613309155684
-166,79056717721;259,082692636643
-73,18000514905;125,289658869151
-138,27408504445;86,0727409706451
-64,5380278797165;71,5192100098357
328,403422685831;43,3319378602318
355,090105624786;228,332232789602
405,988447376163;370,928969271015
384,327130605696;520,502323672175
215,372545376682;596,325562134385
132,074599732794;387,864772769623
-7,5278035773772;347,985862581991
84,0124228557142;283,795253935736
121,549283619388;246,737342451699
-138,073968496134;485,252021699212
-213,414517347141;465,183880751953
-427,942007097652;547,311243779957
-546,192540491891;1235,92479705485
-324,868295058142;343,278761380818
-353,463282349683;190,767577534076
-355,744526863142;80,8520033117384
-348,077084945959;-87,6813125405461
-181,298127206617;-197,704632588662
-221,772868597782;-220,694027477875
58,6671003350857;-341,235926327296
319,378049230159;-291,132341108285
393,914364103632;-89,9180453787558
662,625388385786;241,644616593607
930,171336928634;970,01665072469
1866,27633694286;634,679509066977
1503,34779168742;2120,47165167797
610,361391341667;-147,218016345054
2843,27454833278;3053,03565748455
3639,67562367253;801,376825864427
2083,87323840593;-476,105984507129
881,934979617676;-399,742048270535
624,161745495068;-778,612950521056
21,3988991954975;-933,424588967115
-839,816139160928;-127,304436852224
-1168,62279169157;469,499081104062
-1564,57737430633;840,35283431178
-255,991782104222;3631,39438890293
-2768,11177466391;3062,5544695612
-3652,02494616784;1136,09508650284
-3389,82359863538;-1463,69028551131
45,4041179489468;-1952,77714010188
1469,34157930661;-2135,12901901919
3449,34768796485;-1475,22845232626
4,35605383140137;159,714087489992
-51,6831796562474;143,684802311938
-148,518705680792;118,706786024384
-192,195343172654;226,408193199895
-122,054583329529;292,912557095289
-199,514085404782;326,316252382472
-110,822944252373;399,785635863431
-17,2123822242138;265,992602095939
-82,3064621196136;226,775684197433
-8,57040495488036;212,222153236624
384,371045610667;184,03488108702
411,057728549622;369,03517601639
461,956070300999;511,631912497804
440,294753530532;661,205266898964
271,340168301518;737,028505361173
188,04222265763;528,567715996411
48,439819347459;488,688805808779
139,98004578055;424,498197162524
177,516906544224;387,440285678487
-82,1063455712974;625,954964926001
-157,446894422304;605,886823978741
-371,974384172816;688,014187006745
-490,224917567055;1376,62774028163
-268,900672133306;483,981704607606
-297,495659424847;331,470520760864
-299,776903938306;221,554946538527
-292,109462021122;53,0216306862421
-125,330504281781;-57,001689361874
-165,805245672946;-79,9910842510872
114,634723259922;-200,532983100507
375,345672154996;-150,429397881497
449,881987028468;50,7848978480324
718,593011310622;382,347559820395
986,13895985347;1110,71959395148
1922,2439598677;775,382452293765
1559,31541461226;2261,17459490476
666,329014266503;-6,51507311826572
2899,24217125762;3193,73860071134
3695,64324659737;942,079769091215
2139,84086133077;-335,40304128034
937,902602542512;-259,039105043747
680,129368419904;-637,910007294267
77,3665221203337;-792,721645740326
-783,848516236092;13,398506374564
-1112,65516876673;610,202024330851
-1508,60975138149;981,055777538568
-200,024159179386;3772,09733212972
-2712,14415173908;3203,25741278799
-3596,057323243;1276,79802972963
-3333,85597571054;-1322,98734228453
101,371740873783;-1812,0741968751
1525,30920223144;-1994,42607579241
3505,31531088969;-1334,52550909948
-56,0392334876487;-16,0292851780541
-152,874759512193;-41,0073014656082
-196,551397004056;66,6941057099029
-126,41063716093;133,198469605297
-203,870139236184;166,60216489248
-115,178998083775;240,071548373438
-21,5684360556152;106,278514605947
-86,6625159510149;67,0615967074409
-12,9264587862817;52,5080657466315
380,014991779266;24,3207935970277
406,701674718221;209,321088526398
457,600016469598;351,917825007811
435,938699699131;501,491179408971
266,984114470117;577,314417871181
183,686168826229;368,853628506418
44,0837655160576;328,974718318786
135,623991949149;264,784109672531
173,160852712823;227,726198188495
-86,4623994026988;466,240877436008
-161,802948253706;446,172736488748
-376,330438004217;528,300099516753
-494,580971398456;1216,91365279164
-273,256725964708;324,267617117614
-301,851713256248;171,756433270872
-304,132957769707;61,8408590485342
-296,465515852524;-106,69245680375
-129,686558113182;-216,715776851866
-170,161299504347;-239,70517174108
110,278669428521;-360,2470705905
370,989618323594;-310,143485371489
445,525933197066;-108,92918964196
714,236957479221;222,633472330403
981,782906022068;951,005506461486
1917,8879060363;615,668364803772
1554,95936078086;2101,46050741477
661,972960435101;-166,229160608258
2894,88611742622;3034,02451322135
3691,28719276597;782,365681601223
2135,48480749936;-495,117128770333
933,546548711111;-418,753192533739
675,773314588503;-797,62409478426
73,0104682889323;-952,435733230319
-788,204570067493;-146,315581115428
-1117,01122259813;450,487936840858
-1512,96580521289;821,341690048575
-204,380213010787;3612,38324463973
-2716,50020557048;3043,543325298
-3600,4133770744;1117,08394223964
-3338,21202954194;-1482,70142977452
97,0156870423816;-1971,78828436509
1520,95314840004;-2154,1401632824
3500,95925705829;-1494,23959658947
-96,8355260245444;-24,9780162875541
-140,512163516407;82,7233908879571
-70,3714036732817;149,227754783351
-147,830905748535;182,631450070534
-59,139764596126;256,100833551493
34,4707974320336;122,307799784001
-30,6232824633662;83,090881885495
43,112774701367;68,5373509246856
436,054225266915;40,3500787750818
462,740908205869;225,350373704452
513,639249957247;367,947110185865
491,977933186779;517,520464587025
323,023347957766;593,343703049235
239,725402313878;384,882913684472
100,122999003706;345,004003496841
191,663225436798;280,813394850586
229,200086200472;243,755483366549
-30,42316591505;482,270162614062
-105,763714766057;462,202021666802
-320,291204516569;544,329384694807
-438,541737910808;1232,9429379697
-217,217492477059;340,296902295668
-245,8124797686;187,785718448926
-248,093724282058;77,8701442265883
-240,426282364875;-90,6631716256961
-73,6473246255337;-200,686491673812
-114,122066016698;-223,675886563025
166,317902916169;-344,217785412446
427,028851811243;-294,114200193435
501,565166684715;-92,8999044639058
770,27619096687;238,662757508457
1037,82213950972;967,03479163954
1973,92713952394;631,697649981827
1610,99859426851;2117,48979259282
718,01219392275;-150,199875430204
2950,92535091387;3050,0537983994
3747,32642625362;798,394966779277
2191,52404098701;-479,087843592279
989,585782198759;-402,723907355685
731,812548076152;-781,594809606206
129,049701776581;-936,406448052265
-732,165336579845;-130,286295937374
-1060,97198911048;466,517222018912
-1456,92657172525;837,37097522663
-148,340979523138;3628,41252981778
-2660,46097208283;3059,57261047605
-3544,37414358675;1133,11322741769
-3282,1727960543;-1466,67214459646
153,05492053003;-1955,75899918703
1576,99238188769;-2138,11087810434
3556,99849054594;-1478,21031141141
-43,6766374918625;107,701407175511
26,4641223512626;174,205771070905
-50,9953797239905;207,609466358088
37,6957614284183;281,078849839047
131,306323456578;147,285816071555
66,2122435611782;108,068898173049
139,948300725911;93,5153672122397
532,889751291459;65,3280950626358
559,576434230414;250,328389992006
610,474775981791;392,925126473419
588,813459211324;542,498480874579
419,85887398231;618,321719336789
336,560928338422;409,860929972026
196,958525028251;369,982019784395
288,498751461342;305,79141113814
326,035612225016;268,733499654103
66,4123601094943;507,248178901616
-8,92818874151271;487,180037954357
-223,455678492024;569,307400982361
-341,706211886263;1257,92095425725
-120,381966452514;365,274918583222
-148,976953744055;212,76373473648
-151,258198257514;102,848160514142
-143,590756340331;-65,6851553381421
23,1882013990107;-175,708475386258
-17,2865399921538;-198,697870275471
263,153428940714;-319,239769124892
523,864377835787;-269,136183905881
598,40069270926;-67,9218881763518
867,111716991414;263,640773796011
1134,65766553426;992,012807927094
2070,76266554849;656,675666269381
1707,83412029305;2142,46780888038
814,847719947295;-125,22185914265
3047,76087693841;3075,03181468695
3844,16195227816;823,372983066831
2288,35956701156;-454,109827304725
1086,4213082233;-377,745891068131
828,648074100696;-756,616793318652
225,885227801125;-911,428431764711
-635,3298105553;-105,30827964982
-964,136463085939;491,495238306466
-1360,0910457007;862,348991514184
-51,5054534985939;3653,39054610534
-2563,62544605829;3084,55062676361
-3447,53861756221;1158,09124370525
-3185,33727002975;-1441,69412830891
249,890446554575;-1930,78098289948
1673,82790791224;-2113,13286181679
3653,83401657048;-1453,23229512386
70,1407598431251;66,5043638953939
-7,31874223212799;99,9080591825768
81,3723989202808;173,377442663535
174,98296094844;39,5844088960439
109,888881053041;0,367490997537971
183,624938217774;-14,1860399632715
576,566388783322;-42,3733121128753
603,253071722276;142,626982816495
654,151413473654;285,223719297908
632,490096703186;434,797073699068
463,535511474172;510,620312161278
380,237565830284;302,159522796515
240,635162520113;262,280612608884
332,175388953205;198,090003962629
369,712249716878;161,032092478592
110,088997601357;399,546771726105
34,7484487503498;379,478630778845
-179,779041000162;461,60599380685
-298,029574394401;1150,21954708174
-76,705328960652;257,573511407711
-105,300316252193;105,062327560969
-107,581560765651;-4,85324666136876
-99,9141188484682;-173,386562513653
66,8648388908732;-283,409882561769
26,3900974997086;-306,399277450982
306,830066432576;-426,941176300403
567,54101532765;-376,837591081392
642,077330201122;-175,623295351863
910,788354483277;155,9393666205
1178,33430302612;884,311400751583
2114,43930304035;548,974259093869
1751,51075778491;2034,76640170487
858,524357439157;-232,923266318161
3091,43751443027;2967,33040751144
3887,83858977002;715,67157589132
2332,03620450342;-561,811234480236
1130,09794571517;-485,447298243642
872,324711592559;-864,318200494163
269,561865292988;-1019,12983894022
-591,653173063438;-213,009686825331
-920,459825594076;383,793831130955
-1316,41440820884;754,647584338672
-7,82881600673136;3545,68913892983
-2519,94880856642;2976,8492195881
-3403,86198007035;1050,38983652974
-3141,66063253789;-1549,39553548442
293,567084046437;-2038,48239007499
1717,5045454041;-2220,8342689923
3697,51065406234;-1560,93370229937
-77,4595020752531;33,4036952871829
11,2316390771557;106,873078768142
104,842201105315;-26,91995499935
39,7481212099156;-66,1368728978559
113,484178374649;-80,6904038586654
506,425628940196;-108,877676008269
533,112311879151;76,1226189211011
584,010653630528;218,719355402514
562,349336860061;368,292709803674
393,394751631047;444,115948265884
310,096805987159;235,655158901121
170,494402676988;195,77624871349
262,03462911008;131,585640067235
299,571489873753;94,527728583198
39,9482377582317;333,042407830711
-35,3923110927753;312,974266883451
-249,919800843287;395,101629911456
-368,170334237526;1083,71518318634
-146,846088803777;191,069147512317
-175,441076095318;38,5579636655748
-177,722320608776;-71,3576105567627
-170,054878691593;-239,890926409047
-3,27592095225191;-349,914246457163
-43,7506623434165;-372,903641346376
236,689306589451;-493,445540195797
497,400255484525;-443,341954976786
571,936570357997;-242,127659247257
840,647594640152;89,4350027251057
1108,193543183;817,807036856189
2044,29854319723;482,469895198476
1681,36999794179;1968,26203780947
788,383597596032;-299,427630213555
3021,29675458715;2900,82604361605
3817,6978299269;649,167211995926
2261,89544466029;-628,31559837563
1059,95718587204;-551,951662139036
802,183951749434;-930,822564389557
199,421105449863;-1085,63420283562
-661,793932906563;-279,514050720725
-990,600585437202;317,289467235561
-1386,55516805196;688,143220443279
-77,9695758498565;3479,18477503443
-2590,08956840955;2910,3448556927
-3474,00273991347;983,885472634342
-3211,80139238101;-1615,89989937982
223,426324203312;-2104,98675397038
1647,36378556097;-2287,33863288769
3627,36989421922;-1627,43806619477
88,6911411524088;73,4693834809586
182,301703180568;-60,3236502865329
117,207623285169;-99,5405681850389
190,943680449902;-114,094099145848
